324.497	1101
325.099	1037
325.701	1098
326.303	1074
326.905	1086
327.507	1105
328.109	1093
328.711	1087
329.313	1054
329.915	1078
330.517	1066
331.118	1080
331.72	1073
332.321	1043
332.923	1088
333.524	1064
334.126	1080
334.727	1098
335.328	1054
335.93	1097
336.531	1085
337.132	1084
337.733	1068
338.334	1049
338.935	1076
339.536	1087
340.137	1136
340.738	1110
341.338	1065
341.939	1097
342.54	1070
343.14	1037
343.741	1086
344.341	1120
344.941	1088
345.542	1064
346.142	1051
346.742	1081
347.342	1055
347.943	1068
348.543	1056
349.143	1048
349.742	1053
350.342	1087
350.942	1051
351.542	1075
352.142	1033
352.741	1009
353.341	1005
353.94	1034
354.54	1034
355.139	1024
355.739	1052
356.338	1062
356.937	1077
357.537	1070
358.136	1017
358.735	1036
359.334	1015
359.933	1064
360.532	1033
361.131	1043
361.729	1047
362.328	1031
362.927	1047
363.526	1037
364.124	1066
364.723	1044
365.321	1030
365.92	1020
366.518	1010
367.116	973
367.715	1019
368.313	1039
368.911	1030
369.509	988
370.107	1058
370.705	1022
371.303	1029
371.901	1005
372.499	1006
373.096	1049
373.694	1018
374.292	1012
374.889	1013
375.487	1036
376.084	1009
376.682	988
377.279	1004
377.876	995
378.474	982
379.071	964
379.668	1009
380.265	984
380.862	989
381.459	1011
382.056	1021
382.653	980
383.249	978
383.846	1058
384.443	1010
385.04	995
385.636	1028
386.233	1016
386.829	974
387.425	1024
388.022	999
388.618	976
389.214	995
389.811	978
390.407	995
391.003	981
391.599	997
392.195	1004
392.791	978
393.386	945
393.982	995
394.578	991
395.174	966
395.769	1003
396.365	995
396.96	986
397.556	949
398.151	947
398.747	1011
399.342	997
399.937	963
400.532	999
401.127	988
401.723	970
402.318	1000
402.912	980
403.507	985
404.102	994
404.697	978
405.292	980
405.886	934
406.481	980
407.076	972
407.67	973
408.265	992
408.859	990
409.453	951
410.048	960
410.642	944
411.236	975
411.83	962
412.424	948
413.018	946
413.612	970
414.206	941
414.8	990
415.394	983
415.987	951
416.581	980
417.175	989
417.768	936
418.362	978
418.955	952
419.549	977
420.142	926
420.735	918
421.328	967
421.922	998
422.515	942
423.108	936
423.701	944
424.294	962
424.887	962
425.479	965
426.072	960
426.665	951
427.258	930
427.85	920
428.443	1009
429.035	964
429.628	979
430.22	923
430.813	953
431.405	947
431.997	966
432.589	969
433.181	918
433.773	963
434.365	976
434.957	939
435.549	958
436.141	913
436.733	941
437.325	934
437.916	959
438.508	948
439.099	943
439.691	969
440.282	924
440.874	929
441.465	923
442.056	930
442.648	940
443.239	946
443.83	977
444.421	935
445.012	951
445.603	959
446.194	946
446.785	950
447.375	930
447.966	956
448.557	958
449.147	957
449.738	947
450.328	897
450.919	973
451.509	901
452.1	984
452.69	949
453.28	956
453.87	954
454.46	930
455.051	928
455.641	926
456.23	913
456.82	923
457.41	923
458	918
458.59	936
459.179	948
459.769	964
460.359	947
460.948	968
461.538	921
462.127	912
462.716	919
463.306	971
463.895	932
464.484	919
465.073	937
465.662	928
466.251	940
466.84	945
467.429	928
468.018	913
468.607	951
469.195	948
469.784	943
470.373	914
470.961	913
471.55	935
472.138	949
472.727	933
473.315	926
473.903	943
474.491	967
475.08	928
475.668	954
476.256	960
476.844	898
477.432	893
478.02	924
478.608	940
479.195	935
479.783	952
480.371	949
480.958	995
481.546	1004
482.133	979
482.721	1004
483.308	976
483.896	936
484.483	972
485.07	1034
485.657	992
486.245	956
486.832	1010
487.419	991
488.006	988
488.592	965
489.179	951
489.766	982
490.353	950
490.94	919
491.526	925
492.113	907
