324.497	8825.000
325.099	8737.000
325.701	8735.000
326.303	8867.000
326.905	8684.000
327.507	8471.000
328.109	8572.000
328.711	8647.000
329.313	8374.000
329.915	8399.000
330.517	8374.000
331.118	8412.000
331.720	8310.000
332.321	8444.000
332.923	8377.000
333.524	8282.000
334.126	8214.000
334.727	8191.000
335.328	7995.000
335.930	8259.000
336.531	8084.000
337.132	8033.000
337.733	7838.000
338.334	8037.000
338.935	8120.000
339.536	7951.000
340.137	7794.000
340.738	7965.000
341.338	8131.000
341.939	7945.000
342.540	7966.000
343.140	7822.000
343.741	7803.000
344.341	7959.000
344.941	7855.000
345.542	7758.000
346.142	7923.000
346.742	7973.000
347.342	7903.000
347.943	7659.000
348.543	7836.000
349.143	7788.000
349.742	7848.000
350.342	7627.000
350.942	7769.000
351.542	7756.000
352.142	7602.000
352.741	7525.000
353.341	7323.000
353.940	7443.000
354.540	7492.000
355.139	7369.000
355.739	7320.000
356.338	7450.000
356.937	7362.000
357.537	7182.000
358.136	7198.000
358.735	7160.000
359.334	7229.000
359.933	7143.000
360.532	7025.000
361.131	7077.000
361.729	7200.000
362.328	7124.000
362.927	7131.000
363.526	7239.000
364.124	7160.000
364.723	7194.000
365.321	7198.000
365.920	7067.000
366.518	6999.000
367.116	6975.000
367.715	7071.000
368.313	7089.000
368.911	7120.000
369.509	6995.000
370.107	6924.000
370.705	6895.000
371.303	6842.000
371.901	6746.000
372.499	6813.000
373.096	6649.000
373.694	6819.000
374.292	6802.000
374.889	6717.000
375.487	6674.000
376.084	6768.000
376.682	6831.000
377.279	6644.000
377.876	6572.000
378.474	6524.000
379.071	6781.000
379.668	6614.000
380.265	6616.000
380.862	6680.000
381.459	6654.000
382.056	6491.000
382.653	6710.000
383.249	6495.000
383.846	6459.000
384.443	6415.000
385.040	6458.000
385.636	6364.000
386.233	6275.000
386.829	6355.000
387.425	6380.000
388.022	6286.000
388.618	6231.000
389.214	6163.000
389.811	6247.000
390.407	6216.000
391.003	6248.000
391.599	6362.000
392.195	6218.000
392.791	6120.000
393.386	6188.000
393.982	6114.000
394.578	6272.000
395.174	6187.000
395.769	6182.000
396.365	6166.000
396.960	6161.000
397.556	6119.000
398.151	6181.000
398.747	6287.000
399.342	6192.000
399.937	6109.000
400.532	6076.000
401.127	6048.000
401.723	6058.000
402.318	6188.000
402.912	6018.000
403.507	6219.000
404.102	5981.000
404.697	6197.000
405.292	6023.000
405.886	6089.000
406.481	6036.000
407.076	5939.000
407.670	6008.000
408.265	5925.000
408.859	5758.000
409.453	6090.000
410.048	6148.000
410.642	5931.000
411.236	6025.000
411.830	5885.000
412.424	5767.000
413.018	6046.000
413.612	5985.000
414.206	5916.000
414.800	5825.000
415.394	5892.000
415.987	5949.000
416.581	5983.000
417.175	5643.000
417.768	5941.000
418.362	5852.000
